,sentence,label,source
718,It was a great phone.,1,amazon
719,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,amazon
720,"Good value, works fine - power via USB, car, or wall outlet.",1,amazon
721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,amazon
722,This is simply the BEST bluetooth headset for sound quality!,1,amazon
723,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,amazon
724,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,amazon
725,I have always used corded headsets and the freedom from the wireless is very helpful.,1,amazon
726,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,amazon
727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,amazon
728,It has everything I need and I couldn't ask for more.,1,amazon
729,After receiving and using the product for just 2 days it broke.,0,amazon
730,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,amazon
731,None of the three sizes they sent with the headset would stay in my ears.,0,amazon
732,T-Mobile has the best customer service anywhere.,1,amazon
733,Arrived quickly and much less expensive than others being sold.,1,amazon
734,We have tried 2 units and they both failed within 2 months.. Pros,0,amazon
735,"Provides good protection and looks classy, too.",1,amazon
736,Krussel Always good.,1,amazon
737,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,amazon
738,The design is very good.4.,1,amazon
739,I great reception all the time.,1,amazon
740,I would highly recommend this product.,1,amazon
741,"Couldn't use the unit with sunglasses, not good in Texas!",0,amazon
742,It dit not work most of the time with my Nokia 5320.,0,amazon
743,"Bought mainly for the charger, which broke soon after purchasing.",0,amazon
744,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amazon
745,Fantastic buy and will get again for whatever my next phone is,1,amazon
746,"stay away from this store, be careful.",0,amazon
747,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,amazon
748,Does not fit.,0,amazon
749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,amazon
750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,amazon
751,disappointing.,0,amazon
752,Blue Ant is easy to use.,1,amazon
753,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,amazon
754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amazon
755,Then a few days later the a puff of smoke came out of the phone while in use.,0,amazon
756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,amazon
757,The nano stated it.My son was dissapointed.,0,amazon
758,The sound quality is excellent as well.,1,amazon
759,Its the best headset I have used.,1,amazon
760,Would not reccommend.,0,amazon
761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,amazon
762,Just what I wanted.,1,amazon
763,This particular model would not work with my Motorola Q smartphone.,0,amazon
764,wont work right or atleast for me.,0,amazon
765,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,amazon
766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,amazon
767,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,amazon
768,Great product.,1,amazon
769,Crisp and Clear.,1,amazon
770,AFter the first charge kept going dead after 12 minutes.,0,amazon
771,"VERY cheap plastic, creaks like an old wooden floor.",0,amazon
772,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,amazon
773,The reception has been generally good.,1,amazon
774,"Excellent sound, battery life and inconspicuous to boot!.",1,amazon
775,Great bluetooth!.,1,amazon
776,I highly recommend this case.,1,amazon
777,WORTHWHILE.,1,amazon
778,This is a great deal.,1,amazon
779,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,amazon
780,I am sorry I made this purchase.,0,amazon
781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,amazon
782,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,amazon
783,It was horrible!.,0,amazon
784,I don't think it would hold it too securly on your belt.,0,amazon
785,This allows the possibility of double booking for the same date and time after the first.,0,amazon
786,They work about 2 weeks then break.,0,amazon
787,It is simple to use and I like it.,1,amazon
788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,amazon
789,I can't use this case because the smell is disgusting.,0,amazon
790,NOT WHAT I WANTED.,0,amazon
791,I own 2 of these cases and would order another.,1,amazon
792,Great Phone.,1,amazon
793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,amazon
794,"The internet access was fine, it the rare instance that it worked.",0,amazon
795,Perfect for the PS3.,1,amazon
796,"Five star Plus, plus.",1,amazon
797,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,amazon
798,$50 Down the drain.,0,amazon
799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,amazon
800,"Good , works fine.",1,amazon
801,For the price this was a great deal.,1,amazon
802,"Great price, too!",1,amazon
803,"If there is a wind, it is completely useless.",0,amazon
804,Yes it's shiny on front side - and I love it!,1,amazon
805,Does Not Work.,0,amazon
806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,amazon
807,The reception through this headset is excellent.,1,amazon
808,2 thumbs up to this seller,1,amazon
809,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,amazon
810,Improper description.... I had to return it.,0,amazon
811,#1 It Works - #2 It is Comfortable.,1,amazon
812,Battery charge-life is quite long.,1,amazon
813,The Jabra EarGels fit my ears very well.,1,amazon
814,Battery has no life.,0,amazon
815,I checked everywhere and there is no feature for it which is really disappointing.,0,amazon
816,Product is exactly as described.,1,amazon
817,Gets a signal when other Verizon phones won't.,1,amazon
818,Doesn't do the job.,0,amazon
819,I would recommend it.,1,amazon
820,Plan on ordering from them again and again.,1,amazon
821,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,amazon
822,I have been very satisfied with this cell phone from day one.,1,amazon
823,They keep getting better and better (this is my third one and I've had numerous Palms too).,1,amazon
824,Awkward to use and unreliable.,0,amazon
825,The shipping time was also very quick!,1,amazon
826,Not as good as I had hoped.,0,amazon
827,Good case!.,1,amazon
828,Doesn't Work.,0,amazon
829,Really good product.,1,amazon
830,Unfortunately it did not work.,0,amazon
831,All three broke within two months of use.,0,amazon
832,dont buy it.,0,amazon
833,"My father has the V265, and the battery is dying.",0,amazon
834,"However, the ear pads come off easily and after only one week I lost one.",0,amazon
835,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,amazon
836,"Horrible, horrible protector.",0,amazon
837,I don't like this Nokia either.,0,amazon
838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,amazon
839,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,amazon
840,It would take too long to describe how bad my customer service experience has been with Amazon.,0,amazon
841,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,amazon
842,Terrible.. My car will not accept this cassette.,0,amazon
843,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,amazon
844,It's not what it says it is.,0,amazon
845,Stay Away From the Q!.,0,amazon
846,Used and dirty.,0,amazon
847,Very unreliable service from T-mobile !,0,amazon
848,Not good enough for the price.,0,amazon
849,I bought two of them and neither will charge.,0,amazon
850,It looks very nice.,1,amazon
851,"This is an excellent tool, especially when paired with your phone's auto-answer.",1,amazon
852,I have read other's reviews here but I haven't had any problem with it.,1,amazon
853,These products cover up the important light sensor above the ear outlet.,0,amazon
854,Comfortable in my hand.,1,amazon
855,Just does not work.,0,amazon
856,Poor Reliability.,0,amazon
857,(It works!),1,amazon
858,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,amazon
859,"Terrible product, and waste of money!",0,amazon
860,Last time buying from you.,0,amazon
861,It was a waste of my money.,0,amazon
862,So far it has worked like a charm.,1,amazon
863,"I have only had it for a few weeks, but so far, so good.",1,amazon
864,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,amazon
865,Would recommend this item.,1,amazon
866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,amazon
867,"Nice case, feels good in your hands.",1,amazon
868,The item received was Counterfeit.,0,amazon
869,"Just really good.. So far, probably the best BT headset I have ever had.",1,amazon
870,Works fine.,1,amazon
871,I received my headset in good time and was happy with it.,1,amazon
872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,amazon
873,My sister has one also and she loves it.,1,amazon
874,Good Quality.,1,amazon
875,This is by far the worst purchase I've made on Amazon.,0,amazon
876,Excellent dual-purpose headset.,1,amazon
877,Excellent!.,1,amazon
878,Does not work for listening to music with the cingular 8125.,0,amazon
879,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,amazon
880,"The bottowm line...another worthless, cheap gimmick from Sprint.",0,amazon
881,Having trouble with volume.,0,amazon
882,The only good thing was that it fits comfortably on small ears.,1,amazon
883,WARNING - DO NOT BUY!!.,0,amazon
884,"I am pairing this with my iphone, and I could not be happier with it so far.",1,amazon
885,"When it opens, the battery connection is broken and the device is turned off.",0,amazon
886,"I didn't want the clip going over the top of my ear, causing discomfort.",0,amazon
887,Best headset ever!!!.,1,amazon
888,Don't trust their website and don't expect any helpful support.,0,amazon
889,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,amazon
890,The speaker is of low quality so as making the ring tones sound very cheap.,0,amazon
891,"Fits comfortably, came with three sizes of earbud tips.",1,amazon
892,Excellent product for the price.,1,amazon
893,Bad Reception.,0,amazon
894,This product is very High quality Chinese CRAP!!!!!!,0,amazon
895,It was quite comfortable in the ear.,1,amazon
896,Great phone.,1,amazon
897,Don't buy this product - It fails!.,0,amazon
898,Everything about this product is wrong.First,0,amazon
899,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,amazon
900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,amazon
901,Terrible phone holder.,0,amazon
902,The cutouts and buttons are placed perfectly.,1,amazon
903,I love being able to use one headset for both by land-line and cell.,1,amazon
904,Problem is that the ear loops are made of weak material and break easily.,0,amazon
905,Not nearly as good looking as the AMAZON picture makes it look.,0,amazon
906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,amazon
907,How stupid is that?,0,amazon
908,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,amazon
909,Seller shipped quickly and much cheaper than the competitors.,1,amazon
910,"Good show, Samsung.",1,amazon
911,So I bought about 10 of these and saved alot of money.,1,amazon
912,It always cuts out and makes a beep beep beep sound then says signal failed.,0,amazon
913,Couldn't figure it out,0,amazon
914,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,amazon
915,So I had to take the battery out of the phone put it all back together and then restart it.,0,amazon
916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,amazon
917,Leopard Print is wonderfully wild!.,1,amazon
918,Works for me.,1,amazon
919,"Saggy, floppy piece of junk.",0,amazon
920,much better than the hard plastic cases.,1,amazon
921,It also had a new problem.,0,amazon
922,Happy so far!.,1,amazon
923,cool phone.,1,amazon
924,Works good.,1,amazon
925,Motorola finally got the voice quality of a bluetooth headset right.,1,amazon
926,It looses connection to the phone even when it is within a couple feet between the two.,0,amazon
927,"but it is great, i would really recommend it",1,amazon
928,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,amazon
929,As I said above....PRETTY USELESS!,0,amazon
930,Never got it!!!!!,0,amazon
931,This pair of headphones is the worst that I have ever had sound-wise.,0,amazon
932,[...] down the drain because of a weak snap!,0,amazon
933,Does not charge the Cingular (ATT) 8525 phone.,0,amazon
934,"You get extra minutes so that you can carry out the call and not get cut off.""",1,amazon
935,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,amazon
936,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,amazon
937,The headset fulfills my requirements so I am happy with my purchase.,1,amazon
938,Logitech Bluetooth Headset is a 10!.,1,amazon
939,"I like the fact that it rests lightly against your ear, rather than inside.",1,amazon
940,A lot of websites have been rating this a very good phone and so do I.,1,amazon
941,I have tried these cables with my computer and my iPod and it works just fine.,1,amazon
942,"The mic there is a joke, and the volume is quite low.",0,amazon
943,I'm returning them.,0,amazon
944,I does not maintain a connection with the computer while it is on my lap.,0,amazon
945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,amazon
946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,amazon
947,"Otherwise, easy to install and use, clear sound.",1,amazon
948,nice leather.,1,amazon
949,I had to purchase a different case.,0,amazon
950,It is a joy to use.,1,amazon
951,Very much disappointed with this company.,0,amazon
952,Very satisifed with that.,1,amazon
953,It didn't charge for me.,0,amazon
954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,amazon
955,Buttons are too small.,0,amazon
956,Just reading on the specs alone makes you say WOW.,1,amazon
957,Love it.. Great armband.,1,amazon
958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,amazon
959,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,amazon
960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,amazon
961,I was very impressed with the price of the cases.,1,amazon
962,Also makes it easier to hold on to.,1,amazon
963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,amazon
964,It's pretty easy.,1,amazon
965,I cannot make calls at certain places.,0,amazon
966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,amazon
967,Beautiful styling though.,1,amazon
968,This company charge me a restocking fee and still not given me my refund back.,0,amazon
969,I'm trying to return it for a refund.,0,amazon
970,I plugged it in only to find out not a darn thing worked.,0,amazon
971,Excellent product.,1,amazon
972,Earbud piece breaks easily.,0,amazon
973,Lousy product.,0,amazon
974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,amazon
975,It is the best charger I have seen on the market yet.,1,amazon
976,SWEETEST PHONE!!!,1,amazon
977,":-)Oh, the charger seems to work fine.",1,amazon
978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,amazon
979,Not enough volume.,0,amazon
980,Echo Problem....Very unsatisfactory,0,amazon
981,you could only take 2 videos at a time and the quality was very poor.,0,amazon
982,don't waste your money.,0,amazon
983,I am going to have to be the first to negatively review this product.,0,amazon
984,Adapter does not provide enough charging current.,0,amazon
985,"There was so much hype over this phone that I assumed it was the best, my mistake.",0,amazon
986,You also cannot take pictures with it in the case because the lense is covered.,0,amazon
987,Phone falls out easily.,0,amazon
988,"It didn't work, people can not hear me when I talk.",0,amazon
989,The text messaging feature is really tricky to use.,0,amazon
990,I'm really disappointed all I have now is a charger that doesn't work.,0,amazon
991,Painful on the ear.,0,amazon
992,Lasted one day and then blew up.,0,amazon
993,disappointed.,0,amazon
994,Kind of flops around.,0,amazon
995,The screen does get smudged easily because it touches your ear and face.,0,amazon
996,What a piece of junk.. I lose more calls on this phone.,0,amazon
997,Item Does Not Match Picture.,0,amazon
998,The only thing that disappoint me is the infra red port (irda).,0,amazon
999,"You can not answer calls with the unit, never worked once!",0,amazon
1000,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0,imdb
1001,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0,imdb
1002,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0,imdb
1003,Very little music or anything to speak of.  ,0,imdb
1004,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1,imdb
1005,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0,imdb
1006,Wasted two hours.  ,0,imdb
1007,"Saw the movie today and thought it was a good effort, good messages for kids.  ",1,imdb
1008,A bit predictable.  ,0,imdb
1009,Loved the casting of Jimmy Buffet as the science teacher.  ,1,imdb
1010,And those baby owls were adorable.  ,1,imdb
1011,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1,imdb
1012,The Songs Were The Best And The Muppets Were So Hilarious.  ,1,imdb
1013,It Was So Cool.  ,1,imdb
1014,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1,imdb
1015,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0,imdb
1016,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1,imdb
1017,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1,imdb
1018,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1,imdb
1019," The structure of this film is easily the most tightly constructed in the history of cinema.  	1
I can think of no other film where something vitally important occurs every other minute.  	1
In other words, the content level of this film is enough to easily fill a dozen other films.  	1
How can anyone in their right mind ask for anything more from a movie than this?  	1
It's quite simply the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainly pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste your money on this game.  	1
This is the kind of money that is wasted properly.  	1
Actually, the graphics were good at the time.  	1
Today the graphics are crap.  	0
As they say in Canada, This is the fun game, aye.  	1
This game rocks.  	1
Buy it, play it, enjoy it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
I wasn't the least bit interested.  	0
Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  	0
But it's just not funny.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The story itself is just predictable and lazy.  	0
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviously meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  	1
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whiny and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, story line, performances.  	1
Totally believable.  	1
Anne Heche was utterly convincing.  	1
Sam Shepard's portrayal of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjoyed reading this book to my children when they were little.  	1
I was very disappointed in the movie.  	0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totally unnecessary train/roller coaster scene.  	0
There was absolutely no warmth or charm to these scenes or characters.  	0
This movie totally grates on my nerves.  	0
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  	0
And, quite honestly, often its not very good.  	0
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  	0
There are some generally great things in it.  	1
I wouldn't say they're worth 2 hours of your time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If you want a movie that's not gross but gives you some chills, this is a great choice.  	1
Alexander Nevsky is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.  ",0,imdb
1020,This if the first movie I've given a 10 to in years.  ,1,imdb
1021,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1,imdb
1022,"Overall, the film is interesting and thought-provoking.  ",1,imdb
1023,"Plus, it was well-paced and suited its relatively short run time.  ",1,imdb
1024,Give this one a look.  ,1,imdb
1025,I gave it a 10  ,1,imdb
1026,The Wind and the Lion is well written and superbly acted.  ,1,imdb
1027,It is a true classic.  ,1,imdb
1028,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1,imdb
1029,Definitely worth checking out.  ,1,imdb
1030,The problem was the script.  ,0,imdb
1031,It was horrendous.  ,0,imdb
1032,There was NOTHING believable about it at all.  ,0,imdb
1033,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0,imdb
1034,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1,imdb
1035,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1,imdb
1036,The cast of veteran actors are more than just a nostalgia trip.  ,1,imdb
1037,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1,imdb
1038,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1,imdb
1039,I don't think you will be disappointed.  ,1,imdb
1040,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0,imdb
1041,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0,imdb
1042,"It was too predictable, even for a chick flick.  ",0,imdb
1043,Too politically correct.  ,0,imdb
1044,Very disappointing.  ,0,imdb
1045,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1,imdb
1046,"I love Lane, but I've never seen her in a movie this lousy.  ",0,imdb
1047,An hour and a half I wish I could bring back.  ,0,imdb
1048,But in terms of the writing it's very fresh and bold.  ,1,imdb
1049,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1,imdb
1050,The directing and the cinematography aren't quite as good.  ,0,imdb
1051,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0,imdb
1052,"), and sometimes it was so embarrassing that I had to look away.  ",0,imdb
1053,The directing seems too pretentious.  ,0,imdb
1054,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0,imdb
1055,And generally the lines and plot is weaker than the average episode.  ,0,imdb
1056,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0,imdb
1057,"Some applause should be given to the ""prelude"" however.  ",1,imdb
1058,I really liked that.  ,1,imdb
1059,A great film by a great director.  ,1,imdb
1060,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1,imdb
1061,The music in the film is really nice too.  ,1,imdb
1062,I'd advise anyone to go and see it.  ,1,imdb
1063,Brilliant!  ,1,imdb
1064,10/10  ,1,imdb
1065,I liked this movie way too much.  ,1,imdb
1066,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0,imdb
1067,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,imdb
1068,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0,imdb
1069,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0,imdb
1070,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0,imdb
1071,"This was a poor remake of ""My Best Friends Wedding"".  ",0,imdb
1072,"All in all, a great disappointment.  ",0,imdb
1073,"I cannot believe that the actors agreed to do this ""film"".  ",0,imdb
1074,I could not stand to even watch it for very long for fear of losing I.Q.  ,0,imdb
1075,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,imdb
1076,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,imdb
1077,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0,imdb
1078,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0,imdb
1079,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0,imdb
1080,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0,imdb
1081,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0,imdb
1082,"You can't relate with them, hell you barely can understand them.  ",0,imdb
1083,This is definitely a cult classic well worth viewing and sharing with others.  ,1,imdb
1084,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0,imdb
1085,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0,imdb
1086,"A truly, truly bad film.  ",0,imdb
1087,"The acting is terrible, and the writing is worse.  ",0,imdb
1088,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0,imdb
1089,I paid too much.  ,0,imdb
1090,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1,imdb
1091,It was so BORING!  ,0,imdb
1092,No plot whatsoever!  ,0,imdb
1093,"Again, no plot at all.  ",0,imdb
1094,Horrible!  ,0,imdb
1095,Worst hour and a half of my life!Oh my gosh!  ,0,imdb
1096,I had to walk out of the theatre for a few minutes just to get some relief!  ,0,imdb
1097,I hate movies like that.  ,0,imdb
1098,"Yeah, the movie pretty much sucked.  ",0,imdb
1099,THERE IS NO PLOT OR STORYLINE!!  ,0,imdb
1100,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,imdb
1101,Awful.  ,0,imdb
1102,I don't think I've ever gone to a movie and disliked it as much.  ,0,imdb
1103,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0,imdb
1104,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0,imdb
1105,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0,imdb
1106,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0,imdb
1107,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1,imdb
1108,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0,imdb
1109,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0,imdb
1110,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0,imdb
1111,I certainly do not mean this distinction in a good way.  ,0,imdb
1112,I mean this in a terrible way.  ,0,imdb
1113,This film has no redeeming features.  ,0,imdb
1114,Everything is appalling.  ,0,imdb
1115,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0,imdb
1116,The story is beyond stupid.  ,0,imdb
1117,The script iswas there a script?  ,0,imdb
1118,The kids are annoying.  ,0,imdb
1119,The lead man is charisma-free.  ,0,imdb
1120,"Utterly without merit on any level, this is akin to torture.  ",0,imdb
1121,I'll even say it again  this is torture.  ,0,imdb
1122,Maybe there would be a reasonable explanation for this atrocity.  ,0,imdb
1123,Not a pleasant voyage of self-discovery.  ,0,imdb
1124,Highly unrecommended.  ,0,imdb
1125,"If this premise sound stupid, that's because it is.  ",0,imdb
1126,"Yes, it's that bad.  ",0,imdb
1127,Nothing at all to recommend.  ,0,imdb
1128,An excellent performance from Ms.  ,1,imdb
1129,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1,imdb
